Immune cells	Malignant cells	Others
DUOX2	0.00015	0.00077	0.00098
DUOXA1	0.00015	0.00423	0.02896
DUOXA2	0	0.00028	0
DUS1L	0.05178	0.06346	0.0565
DUS3L	0.13356	0.24415	0.16699
DUS4L	0.02374	0.12259	0.10957
DUSP1	2.88674	1.05222	0.88391
DUSP10	0.27566	0.40214	0.41174
DUSP11	0.18042	0.25219	0.07886
DUSP12	0.19338	0.54196	0.1786
DUSP13	0.00054	0.00076	0
DUSP15	0.00159	0.02664	0.05754
DUSP16	0.03716	0.13938	0.19091
DUSP18	0.10186	0.09308	0.13745
DUSP19	0.01392	0.04925	0.02435
DUSP2	0.38891	0.00861	0.00392
DUSP22	0.19777	0.0483	0.20659
DUSP23	0.31963	0.09965	0.14789
DUSP26	0.00106	0.14492	0.156
DUSP27	0.03042	0.00043	0
DUSP28	0.05312	0.05121	0.0388
DUSP3	0.18882	0.21686	0.21576
DUSP4	0.12576	0.08468	0.00319
DUSP5	0.0222	0.0169	0.00243
DUSP5P1	0.0013	0.02021	0.00408
DUSP6	0.71581	0.69165	0.04329
DUSP7	0.07275	0.04653	0.25627
DUSP8	0.00357	0.03833	0.01558
DUSP9	0.00026	0.00153	0.00015
DUT	0.17269	0.38636	0.26669
DUXA	0.01289	0.01988	0.01331
DVL1	0.01445	0.04895	0.07238
DVL2	0.04774	0.18387	0.13066
DVL3	0.06797	0.20466	0.1183
DYDC1	0.0345	0.0423	0.03707
DYDC2	0.00187	0.00582	0.00416
DYM	0.24235	0.3487	0.32375
DYNAP	0.02199	0.01969	0.01483
DYNC1H1	0.19028	0.35321	0.54449
DYNC1I1	0.00044	0.12952	0.48289
DYNC1I2	0.22045	0.51054	1.25231
DYNC1LI1	0.26141	0.43211	0.30088
DYNC1LI2	0.14022	0.62001	0.61985
DYNC2H1	0.00523	0.05162	0.03556
DYNC2LI1	0.0716	0.28472	0.12328
DYNLL1	0.68221	1.45085	2.01886
DYNLL2	0.01264	0.03906	0.04579
DYNLRB1	0.54588	1.11031	1.12873
DYNLRB2	7e-05	0.00573	0
DYNLT1	0.67741	1.25874	0.62984
DYNLT3	0.32055	0.29184	0.15186
DYRK1A	0.08201	0.11436	0.09011
DYRK1B	0.03123	0.06527	0.08066
DYRK2	0.07602	0.10198	0.02745
DYRK3	0.00271	0.02837	0.00014
DYRK4	0.154	0.21812	0.213
DYSF	0.0205	0.0012	0.14176
DNAAF4	0.02574	0.05016	0.00549
DNAAF4-CCPG1	0.00422	0.00807	0.0019
DZANK1	0.02937	0.06025	0.01993
DZIP1	0.00231	0.0858	0.0017
DZIP1L	0.0553	0.0487	0.00145
DZIP3	0.05241	0.17937	0.145
E2F1	0.00506	0.05332	0.02055
E2F2	0.00932	0.03429	0.00625
E2F3	0.04993	0.08827	2e-05
E2F4	0.14482	0.14163	0.08128
E2F5	0.00344	0.05461	0.02006
E2F6	0.03037	0.14548	0.09502
E2F7	0.00211	0.03668	0.00012
E2F8	0.00394	0.02735	0.00184
E4F1	0.08898	0.20787	0.10949
EAF1	0.14595	0.22758	0.13365
EAF2	0.27039	0.05489	0.06006
EAPP	0.2301	0.35703	0.26112
EARS2	0.04116	0.13393	0.0545
EBAG9	0.15	0.218	0.24611
EBF1	0.00206	0.04188	0.00231
EBF2	0.00018	0.00626	0
EBF3	0.00021	0.0099	4e-05
EBF4	0.00012	0.03847	0.0167
EBI3	0.27086	0.00105	0.00024
EBLN2	0.01982	0.02921	0.03062
EBNA1BP2	0.18693	0.52234	0.44572
EBP	0.19007	0.41715	0.19945
EBPL	0.03777	0.11869	0.03134
ECD	0.17899	0.21199	0.26923
ECE1	0.03219	0.17712	0.11399
ECE2	0.0299	0.06968	0.00451
ECEL1	1e-05	0.0182	0.00063
ECEL1P2	1e-04	0.00028	0
ECH1	0.54087	0.92831	0.8391
ECHDC1	0.31069	0.39153	0.66222
ECHDC2	0.12637	0.10164	0.00737
ECHDC3	0.02148	0.00194	0
ECHS1	0.47737	0.51466	0.71709
ECI1	0.04474	0.11785	0.06208
ECI2	0.15765	0.42867	0.24871
ECM1	0.01463	0.04649	0.02096
ECM2	0.01565	0.05867	0.01378
ECSCR	0.00816	0.00166	0
ECSIT	0.1408	0.44191	0.23349
ECT2	0.05956	0.19507	0.04169
ECT2L	0.00377	0.00823	0.00463
EDA	0.01083	0.00347	0.01336
EDA2R	0.0245	0.05475	0.01217
EDAR	0.00109	0.00197	0.00526
EDARADD	0.00566	0.00686	0
EDC3	0.07198	0.23563	0.15641
EDC4	0.11065	0.24033	0.18114
EDEM1	0.18994	0.06403	0.04159
EDEM2	0.27327	0.19635	0.1883
EDEM3	0.17542	0.15731	0.10546
EDF1	0.86405	1.21337	1.1382
EDIL3	0.00084	0.05566	1.55088
EDN1	0.0216	0.00838	0.00406
EDN2	1e-05	0.00275	0
EDN3	0	0.00743	0
EDNRA	0.00144	0.01014	0.00236
EDNRB	0.08665	0.43258	0.00571
EEA1	0.1325	0.19167	0.16844
EED	0.13442	0.14434	0.09158
EEF1A1	3.76336	3.50609	3.04538
EEF1A2	0.00044	0.03005	0.00075
EEF1B2	2.1433	1.51938	1.02545
EEF1D	1.3538	1.29465	1.1479
EEF1DP3	0.00403	0.01493	0.01474
EEF1E1	0.22464	0.65178	0.87362
EEF1G	2.59315	2.52948	1.4815
EEF2	1.4242	1.90679	1.40608
EEF2K	0.11763	0.13602	0.03472
EEFSEC	0.10196	0.17963	0.09785
EEPD1	0.09745	0.0684	0.13083
EFCAB1	0.00016	0.00343	7e-05
EFCAB10	0.00225	0.00718	0.00313
EFCAB11	0.02375	0.05122	0.07355
EFCAB12	0.00106	0.00666	0.00406
EFCAB13	0.05661	0.0284	0.01719
EFCAB14	0.32264	0.27843	0.55973
EFCAB14-AS1	0.00395	0.00555	0.00487
EFCAB2	0.03973	0.18532	0.16841
EFCAB3	0.00228	0.02926	0.00138
CRACR2B	0.00447	0.00234	0
CRACR2A	0.02799	0.01912	0.00126
EFCAB5	0.00087	0.00951	0.00633
EFCAB6	0.00259	0.02342	0.0068
EFCAB6-AS1	0.00037	0.00083	0
EFCAB7	0.02825	0.14919	0.10811
EFCAB9	0	0.00156	0
EFCC1	0.00067	0.00048	0
EFEMP1	0.00511	0.42607	0.01458
EFEMP2	0.0211	0.3222	0.01615
EFHB	0.00896	0.01633	0.00758
EFHC1	0.053	0.2106	0.0484
EFHC2	0.00063	0.01999	0
EFHD1	0.0026	0.02577	1.36661
EFHD2	0.10103	0.03374	0.00989
EFNA1	0.01149	0.27711	1.1061
EFNA2	0.00189	0.04564	0.00375
EFNA3	0.00169	0.02189	0.01498
EFNA4	0.05556	0.02798	0
EFNA5	0.00177	0.07789	0
EFNB1	0.01244	0.04569	0.00609
EFNB2	0.00644	0.06513	0.03107
EFNB3	7e-05	0.03	0
EFR3A	0.18816	0.09935	0.08819
EFR3B	0.00827	0.14855	0.1585
EFS	0.00043	0.10381	0.12993
EFL1	0.09815	0.14784	0.0827
EFL1P1	0.00071	0.05201	0.00167
EFTUD2	0.29503	0.50732	0.20938
EGF	0.00073	0.00751	0.00117
EGFEM1P	0.01235	0.16639	0.01264
EGFL6	0.00029	0.00059	0
EGFL7	0.03166	0.03234	0
EGFL8	0.01836	0.07358	0.04534
EGFLAM	2e-05	0.00841	0
EGFLAM-AS4	0.0015	0.00244	0.00372
EGFR	0.01372	1.12516	0.01235
EGFR-AS1	0.00226	0.22982	0.00287
EGLN1	0.06036	0.0867	0.10435
EGLN2	0.33966	0.50806	0.50412
EGLN3	0.03967	0.1192	0.74063
EGOT	0.01362	0.00522	0.00135
EGR1	0.86283	1.57163	0.72794
EGR2	0.68437	0.24221	0.10286
EGR3	0.37951	0.11164	0.00058
EGR4	0.00035	0.00135	0
EHBP1	0.0492	0.22418	0.04323
EHBP1L1	0.06201	0.00976	0.00116
EHD1	0.12505	0.23843	0.37729
EHD2	0.0133	0.1611	0.03685
EHD3	0.00986	0.10781	0.0917
EHD4	0.19202	0.06281	0.09426
EHF	0.0015	0.00069	0.02428
EHHADH	0.02293	0.03111	0.01417
EHHADH-AS1	0.00125	0.0021	0.00149
EHMT1	0.14828	0.225	0.11805
EHMT2	0.0555	0.19674	0.13842
EI24	0.06363	0.35166	0.25158
EID1	0.67906	1.46329	1.79939
EID2	0.02802	0.08053	0.05949
EID2B	0.02279	0.08897	0.0305
EID3	0.01624	0.04973	0.02563
EIF1	2.83759	2.66998	3.15826
EIF1AD	0.13668	0.2102	0.13504
EIF1AX	0.31095	0.68625	0.57975
EIF1AY	0.1424	0.20264	0.32354
EIF1B	0.58776	1.11375	1.15413
EIF2A	0.32227	0.39524	0.25966
EIF2AK1	0.08844	0.24003	0.1421
EIF2AK2	0.19114	0.34524	0.24591
EIF2AK3	0.06989	0.06427	0.05493
EIF2AK4	0.09773	0.09777	0.05986
EIF2B1	0.31697	0.61	0.5457
EIF2B2	0.11746	0.30875	0.30272
EIF2B3	0.14678	0.33909	0.34959
EIF2B4	0.18594	0.44936	0.37567
EIF2B5	0.05959	0.12018	0.07157
EIF2D	0.14681	0.16545	0.2177
EIF2S1	0.21373	0.45661	0.2529
EIF2S2	0.31133	0.47499	0.40056
EIF2S3	1.03284	0.94054	0.51449
EIF3A	0.43776	0.47022	0.42375
EIF3B	0.07372	0.26483	0.1001
EIF3C	0.70159	1.15004	0.93031
EIF3CL	0.04252	0.05017	0.08011
EIF3D	0.77704	0.78706	0.4866
EIF3E	1.27369	1.27497	0.96003
EIF3F	1.31913	1.30111	0.93077
EIF3G	0.82724	0.97795	0.80101
EIF3H	1.2192	1.26887	1.02246
EIF3I	0.68293	1.06422	0.61768
EIF3IP1	1e-04	0.00122	0.01256
EIF3J	0.16785	0.27178	0.27878
EIF3K	1.17671	1.08444	0.84313
EIF3L	1.29211	1.2503	0.9109
EIF3M	0.70683	0.9411	0.53516
EIF4A1	2.00129	2.07888	1.31933
EIF4A2	1.45876	1.7924	1.67521
EIF4A3	0.82455	0.7986	0.4117
EIF4B	0.88568	0.87071	0.69299
EIF4E	0.45865	0.77414	0.37254
EIF4E1B	0.00018	0.00099	0
EIF4E2	0.23624	0.30843	0.15908
EIF4E3	0.01687	0.02879	0.06187
EIF4EBP1	0.35247	0.49824	0.0191
EIF4EBP2	0.125	0.21121	0.04803
EIF4EBP3	0.15337	0.09361	0.04892
EIF4ENIF1	0.03627	0.08094	0.04455
EIF4G1	0.197	0.45049	0.18682
EIF4G2	1.21254	1.75015	1.28806
EIF4G3	0.14744	0.23981	0.21759
EIF4H	0.99995	1.62316	1.46812
EIF5	0.62628	0.66823	0.71679
EIF5A	0.86189	1.5301	1.05121
EIF5A2	0.03338	0.09414	0.14801
EIF5AL1	0.01621	0.0177	0.00798
EIF5B	0.11131	0.2435	0.14995
EIF6	0.44206	0.83169	0.50898
ELAC1	0.04752	0.14222	0.0569
ELAC2	0.17962	0.3088	0.19511
ELANE	0	0.00421	0
ELAVL1	0.05109	0.16591	0.0753
ELAVL2	0.00046	0.05829	0
ELAVL3	0.00081	0.06244	0.12391
ELAVL4	0.02108	0.3337	0
ELF1	0.75824	0.09773	0.19254
ELF2	0.15584	0.16252	0.16327
ELF3	0.00259	0.00467	0
ELF4	0.05745	0.00664	0.00297
ELF5	0.00027	0.00099	0.00362
ELFN1	1e-05	0.00941	0.00028
ELFN2	8e-05	0.00942	0
ELK1	0.05808	0.16091	0.03947
ELK2AP	5e-05	0.00094	0
ELK3	0.17513	0.07821	0.00793
ELK4	0.1231	0.11327	0.10926
ELL	0.14094	0.07292	0.03598
ELL2	0.47613	0.05429	0.16034
ELL3	0.0245	0.03051	0.02299
ELMO1	0.44814	0.35918	1.11348
ELMO2	0.13589	0.35835	0.42674
ELMO3	0.0066	0.00431	0.00199
ELMOD1	0.03411	0.13189	0.03057
ELMOD2	0.10887	0.17332	0.06872
ELMOD3	0.08541	0.11851	0.08863
ELMSAN1	0.19453	0.21161	0.19027
ELN	0.00048	0.17089	0.01045
ELOF1	0.18889	0.52402	0.41811
ELOVL1	0.47694	0.28221	2.63451
ELOVL2	0.00142	0.31302	0.02305
ELOVL2-AS1	0.00259	0.02115	0.00236
ELOVL3	0.00091	0.00202	0
ELOVL4	4e-05	0.11174	0.08687
ELOVL5	0.50655	0.75853	1.34558
ELOVL6	0.01811	0.10479	0.07855
ELOVL7	0.01298	0.01541	0.22407
ELP2	0.25386	0.42905	0.13821
ELP3	0.0879	0.23464	0.14718
ELP4	0.12092	0.28092	0.23777
ELP5	0.18546	0.44588	0.23471
ELP6	0.11974	0.31847	0.32577
ELSPBP1	0	0.01768	0
ADGRL4	0.00158	0.00478	0.00057
EMB	0.59273	0.01027	0
EMBP1	0.01075	0.0024	0.00639
EMC1	0.12847	0.25986	0.16807
EMC10	0.03086	0.0839	0.08571
EMC2	0.23872	0.42353	1.17891
EMC3	0.49596	0.56634	0.60539
EMC4	0.63135	1.14856	1.20103
EMC6	0.21449	0.47358	0.36856
EMC7	0.70146	0.89949	1.23502
EMC8	0.08967	0.25914	0.1349
EMC9	0.05381	0.1394	0.05562
EMCN	0.00053	0.00206	0.00065
EMD	0.15884	0.22811	0.15503
EME1	0.00908	0.06062	0.00152
EME2	0.00492	0.00798	0.0025
EMG1	0.17806	0.35564	0.26687
EMID1	0.01137	0.01793	0
EMILIN1	0.00361	0.02056	0.00014
EMILIN2	0.0508	0.0264	0.04805
EMILIN3	0.00313	0.07106	0.00097
EML1	0.08481	0.06536	0.14305
EML2	0.02999	0.03407	0.31109
EML3	0.07323	0.04941	0.08526
EML4	0.23517	0.15726	0.03242
EML5	0.00192	0.01379	0.00816
EML6	0.00859	0.01747	0.02141
EMP1	0.04803	0.26243	0.05721
EMP2	0.0862	0.13864	0.05188
EMP3	0.53029	0.34328	0.01004
ADGRE1	0.08167	5e-05	7e-05
ADGRE2	0.24985	0.00493	0.03552
ADGRE3	0.02604	0.00015	0
ADGRE4P	0.09146	0.00709	0.00538
EMX1	0.00057	0.00237	0
EMX2	0.00069	0.01288	1e-04
EMX2OS	0.02154	0.04774	0.01892
EN1	0.00028	0.01917	0
EN2	0.00031	0.02538	0.00167
ENAH	0.01631	0.35269	0.21352
ENAM	0.00018	0.00027	0
ENC1	0.02787	0.23024	0.01703
ENDOD1	0.0517	0.20381	1.2423
ENDOG	0.00517	0.028	0.00795
ENDOU	0.00138	0.00792	0.02245
ENDOV	0.02736	0.10669	0.05226
ENG	0.65094	0.04902	0.00065
ENGASE	0.06333	0.03228	0.02402
ENHO	0.00322	0.05657	0.01069
ENKD1	0.00744	0.02957	0.00817
ENKUR	0.00245	0.09663	0.00074
ENO1	1.55623	2.02097	1.49574
ENO1-AS1	0.00217	0.01248	6e-04
ENO2	0.12085	0.85722	0.94969
ENO3	0.03714	0.04517	0.00868
ENO4	0.00471	0.00919	0.01948
ENOPH1	0.32172	0.998	1.3792
ENOSF1	0.06833	0.08235	0.31882
ENOX1	1e-05	0.06345	0.25728
ENOX2	0.07959	0.05267	0.07544
ENPEP	0.00149	0.00147	0.00296
ENPP1	0.04433	0.02358	0.0114
ENPP2	0.04771	0.03405	2.97253
ENPP3	0.00846	0.00466	0
ENPP4	0.13677	0.03758	0.55577
ENPP5	0.01017	0.02657	0.10235
ENPP6	0.00679	0.05165	0.56742
ENPP7	0.00246	0.00033	0
ENSA	0.33207	0.59307	0.39841
ENTHD1	0.00052	0.00048	0
TEPSIN	0.02467	0.02078	0.01893
ENTPD1	0.38975	0.08758	0.02915
ENTPD2	3e-05	0.02041	0.00015
ENTPD3	0.01111	0.01291	0.01117
ENTPD3-AS1	0.01594	0.02824	0.04875
ENTPD4	0.16506	0.19432	0.13678
ENTPD5	0.03613	0.06193	0.11069
ENTPD6	0.2196	0.31778	0.1661
ENTPD7	0.02466	0.03024	0.00738
ENTPD8	5e-05	0.00072	0
ENY2	0.23641	0.36865	0.17302
EOGT	0.07268	0.05891	0.04756
EOMES	0.00818	0.00078	0
EP300	0.13898	0.14439	0.11303
EP400	0.05545	0.10075	0.04931
EP400P1	0.01096	0.02478	0.01314
EPAS1	0.06735	0.2125	0.00068
EPB41	0.13109	0.12814	0.01014
EPB41L1	0.00251	0.06176	0.27167
EPB41L2	0.85479	0.29581	0.84598
EPB41L3	0.14795	0.01933	0.81529
EPB41L4A	0.02144	0.16311	0.0876
EPB41L4A-AS1	0.18958	0.38518	0.30856
EPB41L4B	0.00048	0.03509	0.00524
EPB41L5	0.024	0.16365	0.04309
EPB42	0.00073	0.00041	0.00012
EPC1	0.15405	0.16471	0.15469
EPC2	0.0549	0.1248	0.07096
EPCAM	0.00164	0.00719	0.02535
EPDR1	0.00526	0.16235	0.10602
EPG5	0.04057	0.06366	0.06042
EPGN	0.0326	0.03457	0.02667
EPHA1	0.02582	0.00671	0.00057
EPHA1-AS1	0.02191	0.02115	0.00597
EPHA10	0.04865	0.06364	0.04828
EPHA2	0.01354	0.03509	0
EPHA3	0.00106	0.06227	0.00428
EPHA4	0.00261	0.17206	0.00376
EPHA5	0.00016	0.01575	0.00062
EPHA6	0.00017	0.00061	0
EPHA7	0.00031	0.01615	0.00017
EPHA8	0.00124	0.00034	4e-05
EPHB1	0.0021	0.21934	0.00302
EPHB2	0.04039	0.09656	0.0668
EPHB3	0.0063	0.06369	0.00106
EPHB4	0.00513	0.02337	0
EPHB6	0.04853	0.0297	0
EPHX1	0.01035	0.01792	0.05923
EPHX2	0.00904	0.0398	0.05494
EPHX3	0.01841	0.01138	0
EPHX4	0.00113	0.00697	0
EPM2A	0.03135	0.03905	0.02729
EPM2AIP1	0.15167	0.33133	0.24481
EPN1	0.03716	0.06029	0.02778
EPN2	0.0522	0.56101	0.57985
EPN2-AS1	0.00548	0.07165	0.02011
EPN3	0.00032	0.00215	0
EPO	0.00035	0.00235	0
EPOR	0.09497	0.02837	0.00995
EPPIN	0.074	0.11268	0.09542
EPPK1	0.00109	0.00152	0
EPRS	0.21107	0.50787	0.36689
EPS15	0.36697	0.20991	0.60226
EPS15L1	0.11379	0.28891	0.13052
EPS8	0.2219	0.22406	0.21833
EPS8L1	0.00038	0.00925	0
EPS8L2	0.00816	0.01719	0.00207
EPSTI1	0.19762	0.01887	0.01539
SELENOI	0.02716	0.11848	0.14064
EPX	0.00101	0.00503	0.00164
EQTN	0.00149	0.00589	0.01815
ERAL1	0.17182	0.50894	0.31678
ERAP1	0.20983	0.12656	0.22086
ERAP2	0.17531	0.05664	0.07981
ERAS	0	0.00494	0.00432
ERBB2	0.00711	0.06448	0.00528
ERBIN	0.1142	0.15659	0.43819
ERBB3	0.01056	0.17506	1.06143
ERBB4	0.00063	0.04551	0.07955
ERC1	0.03925	0.11015	0.0439
ERC2	0.03289	0.0648	0.03053
ERCC1	0.53352	0.59613	0.31009
ERCC2	0.0653	0.14128	0.06734
ERCC3	0.17599	0.29787	0.21587
ERCC4	0.04579	0.08265	0.07153
ERCC5	0.15347	0.15032	0.09065
ERCC6	0.07041	0.04417	0.04575
ERCC6L	0.00781	0.02338	0.00497
ERCC6L2	0.05575	0.1467	0.08369
ERCC8	0.09858	0.24205	0.13937
EREG	0.07045	0.00998	0.00511
ERF	0.04079	0.08639	0.0733
ERG	0.00065	0.00033	0
ERGIC1	0.16764	0.21013	0.10342
ERGIC2	0.30246	0.59911	0.52978
ERGIC3	0.8035	1.30906	0.7342
ERH	0.31984	0.83238	0.53554
ERI1	0.15535	0.26446	0.11985
ERI2	0.04754	0.0867	0.13671
ERI3	0.12075	0.4707	0.33988
ERICH1	0.28596	0.13739	0.08717
ERLEC1	0.31136	0.62111	0.71021
ERLIN1	0.11607	0.15136	0.07953
ERLIN2	0.0784	0.11501	0.13366
ERMAP	0.13551	0.05335	0.01102
ERMN	0.01426	0.00891	2.94057
ERMP1	0.0228	0.02138	0.17531
ERN1	0.0397	0.02286	0.00675
ERN2	0.00276	0.00406	0.0027
ERO1A	0.15252	0.07453	0.01665
ERO1B	0.08112	0.08222	0.08212
ERP27	0.04516	0.01761	1e-04
ERP29	0.71923	0.62505	0.58179
ERP44	0.47987	0.32078	0.24236
ERRFI1	0.11158	0.27425	0.28157
ERV3-1	0.1186	0.32278	0.09175
ERVFRD-1	0.01189	0.00837	0.00362
ERVK13-1	0.08809	0.12501	0.09694
ERVMER34-1	0.00125	0.00349	0.00127
ERVV-1	0.03864	0.04643	0.03086
ERVV-2	0.00061	0.00048	0
ESAM	0.00525	0.01206	0.00804
ESCO1	0.12015	0.16576	0.10356
ESCO2	0.01168	0.07429	0.00282
ESD	0.47745	0.86188	0.86657
ESF1	0.07674	0.20861	0.14749
ESM1	0	0.00145	0
ESPL1	0.00696	0.04773	0.00058
ESPN	0	0.00091	0
ESPNL	7e-05	0.00172	0.00032
ESPNP	0	0.00042	0
ESR1	0.019	0.00273	0.00038
ESR2	0.00519	0.02222	0.00238
ESRG	0.04847	0.07924	0.04626
ESRP1	0.00044	0.00077	0
ESRP2	0.00952	0.00692	0.00119
ESRRA	0.07187	0.07958	0.04405
ESRRB	0.00558	0.00329	6e-05
ESRRG	0.00078	0.01635	0.00435
ESYT1	0.23774	0.15371	0.07968
ESYT2	0.10037	0.1562	0.10095
ESYT3	0.00034	0.00502	0
ETAA1	0.03649	0.119	0.07181
ETF1	0.46524	0.34911	0.16276
ETFA	0.45518	0.59858	0.28224
ETFB	0.26295	0.46661	0.63995
ETFDH	0.08581	0.15224	0.0977
ETHE1	0.31025	0.1944	0.09658
ETNK1	0.58576	0.75167	0.58625
ETNK2	0.00636	0.0744	0.00144
ETS1	0.0737	0.04956	0.00107
ETS2	0.66533	0.06747	0.00052
ETV1	0.01523	0.77463	0.01574
ETV2	0.00073	0.00425	0.00169
ETV3	0.20152	0.07382	0.01037
ETV3L	0.00057	0.00055	0
ETV4	0.00269	0.15599	0.00579
ETV5	0.2717	0.31608	0.23931
ETV6	0.16883	0.10554	0.01404
ETV7	0.00962	0.01666	0.04631
EVA1A	0	0.00954	0
EVA1B	0.00597	0.01215	0.01312
EVA1C	0.01027	0.05512	0.1087
EVC	0.00097	0.03468	0.00018
EVC2	0.00192	0.01013	0
EVI2A	0.9435	0.05543	2.26829
EVI2B	1.05793	0.02179	0.09009
EVI5	0.10103	0.12459	0.21149
EVI5L	0.00198	0.01787	0.05304
EVL	0.22038	0.10382	0.0694
EVPL	0.00199	0.00184	0
EVPLL	0.00059	0.00022	0
EVX1	0	0.00107	4e-05
EWSR1	0.70151	1.11951	0.85804
EXD1	0.05077	0.05882	0.03721
EXD2	0.05174	0.17982	0.22002
EXD3	0.03904	0.03577	0.03724
EXO1	0.01183	0.07859	0.0027
EXO5	0.0542	0.08844	0.07821
EXOC1	0.24287	0.37429	0.39395
EXOC2	0.16882	0.22924	0.18545
EXOC3	0.15255	0.13681	0.20349
EXOC3L1	4e-04	0.00574	6e-04
EXOC4	0.47069	0.85901	0.52529
EXOC5	0.09427	0.22116	0.23737
EXOC6	0.07817	0.12283	0.06034
EXOC6B	0.0775	0.19286	0.37293
EXOC7	0.18855	0.47222	0.33228
EXOC8	0.0728	0.08624	0.10115
EXOG	0.0528	0.17594	0.09798
EXOSC1	0.13251	0.15702	0.1567
EXOSC10	0.25921	0.59308	0.55465
EXOSC2	0.07292	0.18343	0.09761
EXOSC3	0.13853	0.30141	0.19469
EXOSC4	0.17358	0.40814	0.18066
EXOSC5	0.11922	0.27299	0.19531
EXOSC6	0.0856	0.13229	0.09719
EXOSC7	0.18047	0.32257	0.18585
EXOSC8	0.19476	0.45078	0.29175
EXOSC9	0.17336	0.34049	0.15885
EXPH5	0.02162	0.03753	0.01587
EXT1	0.00983	0.04435	0.00204
EXT2	0.17408	0.4119	0.17793
EXTL1	0.00013	0.02485	0.00264
EXTL2	0.06824	0.25868	0.08351
EXTL3	0.04004	0.33959	0.10315
EYA1	0	0.08794	0.00011
EYA2	0.03511	0.10453	0
EYA3	0.13234	0.19107	0.1012
EYA4	0.00042	0.03714	0.00151
EYS	0.00708	0.0231	0.00447
EZH1	0.13428	0.15114	0.2519
EZH2	0.06491	0.42924	0.02175
EZR	0.65073	0.5018	0.03317
F10	0.00074	0.00197	0.00177
F11	0.00051	0.00073	0
F11R	0.15998	0.07461	0.02524
F12	4e-04	0.06468	0.00082
F13A1	0.61472	0.01947	0
F13B	0	0.00089	0
F2	0.00017	0.00056	6e-05
F2R	0.06383	0.42912	0.01702
F2RL1	0.03268	0.02174	0.0048
F2RL2	0.01913	0.01927	0.0086
F2RL3	0.01619	0.02042	0.01197
F3	0.02554	0.54661	0.01967
F5	0.00935	0.01184	0.00386
F7	1e-05	0.00268	0.00203
F8	0.0499	0.05117	0.04502
FA2H	0.00084	0.01291	0.55217
FAAH	0.01549	0.04735	0.34184
FAAH2	0.00638	0.0112	0.00862
FABP12	0	0.00091	0
FABP2	0.00208	0.00251	0.00076
FABP3	0.04885	0.04205	0.09227
FABP4	0.00217	0.00396	0
FABP5	0.63746	1.34374	0.5926
FABP5P3	0.00145	0.00629	0.00078
FABP6	0.00075	0.02262	0
FABP7	0.01574	1.50006	0.01918
FADD	0.06121	0.12961	0.1051
FADS1	0.15196	0.37932	0.41587
FADS2	0.0262	0.34657	0.02627
FADS3	0.02374	0.05222	0.02341
FADS6	0.02225	0.03159	0.02189
FAF1	0.03065	0.08282	0.0924
FAF2	0.14729	0.35117	0.21461
FAH	0.21348	0.03774	0.00738
FAHD1	0.10422	0.25036	0.17555
FAHD2A	0.09581	0.23034	0.4222
FAHD2B	0.05144	0.1153	0.65105
FAHD2CP	0.02351	0.10683	0.82475
FAIM	0.06336	0.27647	0.35206
FAIM2	0.00272	0.21036	1.06012
FCMR	0.0579	0.00047	0.00193
RFLNA	0.00153	0.00604	0.00315
RFLNB	0.02308	0.02399	0.00914
FAM102A	0.06174	0.0975	1.05336
FAM102B	0.05943	0.02501	0.00822
RAMAC	0.19457	0.32282	0.18501
FAM104A	0.1778	0.33576	0.19352
FAM104B	0.05142	0.18063	0.14139
OTULINL	0.45031	0.04532	0.00947
OTULIN	0.08571	0.06215	0.04038
FAM107A	0.02066	0.07313	0.01233
FAM107B	0.09256	0.07711	1.16937
PHETA1	0.00912	0.04141	0.0094
PHETA2	0.02945	0.03097	0.01381
FAM110A	0.05534	0.05363	7e-04
FAM110B	0.14027	0.38349	0.02617
FAM110C	0.00127	0.00581	0.00342
FAM110D	0	0.00203	0
FAM111A	0.25223	0.14544	0.04161
FAM111B	0.01712	0.08802	0.01093
FAM114A1	0.13041	0.14009	0.23659
FAM114A2	0.09052	0.15642	0.09903
TCAF1	0.07097	0.50438	0.11836
TCAF2	0.0509	0.09866	0.05942
FAM117A	0.01292	0.0129	0.00091
FAM117B	0.06425	0.12842	0.04689
FAM118A	0.19834	0.11598	0.09305
FAM118B	0.12102	0.23211	0.19764
FAM120A	0.17484	0.17416	0.15465
FAM120AOS	0.13655	0.16705	0.16519
FAM120B	0.29149	0.55941	0.41963
FAM120C	0.0617	0.19712	0.13029
FAM122A	0.04834	0.06766	0.06905
FAM122B	0.04085	0.06374	0.05809
FAM122C	0.07917	0.13899	0.06055
FAM124A	0.00838	0.02693	0.30299
FAM124B	0.00755	0.00678	0.00292
FAM126A	0.07876	0.21851	0.15678
FAM126B	0.096	0.14438	0.08751
RTL8C	0.21473	1.03135	1.08951
RTL8A	0.12449	0.56492	0.63931
RTL8B	0.02559	0.15106	0.18922
FAM129A	0.25112	0.06328	0.002
FAM129B	0.01222	0.01262	0.00344
FAM129C	0.00468	0.00198	0.0024
FAM131A	0.08108	0.21488	0.12356
FAM131B	0.00222	0.10774	0.2324
FAM131C	0.00039	0.00307	0.1493
C1QTNF12	0.00041	0.00185	0.00146
FAM133A	0	0.00596	0.01529
FAM133B	0.10076	0.17239	0.07401
FAM133CP	0.01364	0.01407	0.00503
